AverageTemperature,AverageTemperatureUncertainty,City,Year,Month
27.79,0.541,1,1925,8
26.922,0.437,1,1925,9
27.481,0.49,1,1925,10
26.858,0.577,1,1925,11
24.661,0.621,1,1925,12
24.801,0.714,1,1926,1
24.315,0.675,1,1926,2
25.099,0.6,1,1926,3
24.284,0.735,1,1926,4
26.093,0.689,1,1926,5
27.482,0.751,1,1926,6
27.605,0.527,1,1926,7
27.582,0.457,1,1926,8
26.712,0.501,1,1926,9
27.296,0.471,1,1926,10
26.484,0.636,1,1926,11
26.033,0.622,1,1926,12
24.39,0.844,1,1927,1
24.358,0.631,1,1927,2
24.393,0.573,1,1927,3
24.507,0.505,1,1927,4
26.951,0.504,1,1927,5
26.653,0.635,1,1927,6
27.517,0.506,1,1927,7
27.394,0.539,1,1927,8
26.338,0.676,1,1927,9
26.686,0.537,1,1927,10
26.441,0.683,1,1927,11
26.085,0.735,1,1927,12
25.095,0.53,1,1928,1
25.194,0.637,1,1928,2
24.273,0.664,1,1928,3
25.011,0.591,1,1928,4
26.402,0.55,1,1928,5
27.705,0.558,1,1928,6
27.695,0.414,1,1928,7
27.87,0.678,1,1928,8
26.943,0.531,1,1928,9
27.285,0.446,1,1928,10
26.566,0.556,1,1928,11
26.082,0.621,1,1928,12
24.883,0.594,1,1929,1
24.713,0.598,1,1929,2
23.901,0.547,1,1929,3
24.929,1.059,1,1929,4
26.383,0.836,1,1929,5
27.201,0.526,1,1929,6
27.257,0.522,1,1929,7
27.078,0.605,1,1929,8
27.024,0.477,1,1929,9
26.647,0.646,1,1929,10
27.883,0.592,1,1929,11
26.745,0.93,1,1929,12
26.448,1.479,1,1930,1
25.006,0.647,1,1930,2
24.849,0.738,1,1930,3
23.878,0.492,1,1930,4
26.701,0.528,1,1930,5
27.11,0.495,1,1930,6
27.46,0.509,1,1930,7
27.73,0.514,1,1930,8
27.821,0.706,1,1930,9
27.16,0.598,1,1930,10
26.75,0.609,1,1930,11
26.629,0.6,1,1930,12
25.302,0.946,1,1931,1
24.813,0.643,1,1931,2
24.778,0.631,1,1931,3
24.524,0.538,1,1931,4
25.916,0.551,1,1931,5
27.122,0.958,1,1931,6
27.073,0.658,1,1931,7
27.507,0.632,1,1931,8
26.224,0.567,1,1931,9
27.112,0.524,1,1931,10
26.33,0.631,1,1931,11
26.397,0.593,1,1931,12
25.093,1.133,1,1932,1
25.037,0.669,1,1932,2
23.888,0.583,1,1932,3
24.284,0.623,1,1932,4
26.715,0.835,1,1932,5
27.904,0.707,1,1932,6
27.476,0.496,1,1932,7
27.638,0.464,1,1932,8
27.409,0.469,1,1932,9
26.899,0.457,1,1932,10
25.563,0.685,1,1932,11
26.135,0.635,1,1932,12
25.406,0.93,1,1933,1
25.767,0.708,1,1933,2
25.071,0.619,1,1933,3
25.785,0.632,1,1933,4
27.364,0.715,1,1933,5
28.207,0.723,1,1933,6
28.195,0.535,1,1933,7
27.2,0.523,1,1933,8
26.599,0.614,1,1933,9
26.374,0.716,1,1933,10
26.168,0.636,1,1933,11
25.445,0.735,1,1933,12
25.671,0.607,1,1934,1
25.286,0.727,1,1934,2
23.299,0.792,1,1934,3
23.889,0.539,1,1934,4
25.541,0.509,1,1934,5
27.485,0.612,1,1934,6
27.851,0.503,1,1934,7
27.594,0.447,1,1934,8
26.91,0.67,1,1934,9
26.618,0.554,1,1934,10
26.273,0.645,1,1934,11
26.64,0.514,1,1934,12
24.592,0.736,1,1935,1
23.013,0.605,1,1935,2
23.859,0.633,1,1935,3
24.257,0.511,1,1935,4
26.251,0.482,1,1935,5
26.31,0.484,1,1935,6
27.351,0.471,1,1935,7
26.978,0.426,1,1935,8
27.025,0.49,1,1935,9
26.885,0.478,1,1935,10
27.042,0.499,1,1935,11
26.067,0.52,1,1935,12
26.108,0.573,1,1936,1
25.102,0.842,1,1936,2
24.955,0.739,1,1936,3
24.647,0.593,1,1936,4
25.807,0.474,1,1936,5
28.183,0.577,1,1936,6
27.386,0.566,1,1936,7
27.691,0.476,1,1936,8
26.915,0.472,1,1936,9
27.048,0.476,1,1936,10
27.271,0.577,1,1936,11
26.178,0.526,1,1936,12
26.89,0.559,1,1937,1
25.838,0.588,1,1937,2
25.052,0.574,1,1937,3
24.853,0.596,1,1937,4
26.139,0.874,1,1937,5
26.848,0.515,1,1937,6
27.349,0.504,1,1937,7
27.729,0.451,1,1937,8
27.251,0.461,1,1937,9
27.335,0.462,1,1937,10
26.962,0.608,1,1937,11
26.167,0.688,1,1937,12
25.171,0.628,1,1938,1
24.819,0.64,1,1938,2
24.804,0.511,1,1938,3
24.36,0.691,1,1938,4
26.135,0.531,1,1938,5
26.887,0.852,1,1938,6
27.108,0.453,1,1938,7
27.74,0.54,1,1938,8
27.007,0.566,1,1938,9
26.67,0.434,1,1938,10
27.145,0.688,1,1938,11
25.302,0.511,1,1938,12
25.188,0.605,1,1939,1
24.74,0.785,1,1939,2
24.157,0.604,1,1939,3
24.447,0.525,1,1939,4
25.996,0.547,1,1939,5
26.953,0.536,1,1939,6
27.404,0.617,1,1939,7
27.557,0.403,1,1939,8
26.885,0.399,1,1939,9
27.328,0.477,1,1939,10
26.128,0.479,1,1939,11
25.91,0.756,1,1939,12
24.688,0.654,1,1940,1
24.87,0.679,1,1940,2
24.09,0.598,1,1940,3
25.177,0.606,1,1940,4
26.719,0.684,1,1940,5
27.948,0.528,1,1940,6
28.259,0.503,1,1940,7
28.12,0.493,1,1940,8
27.637,0.487,1,1940,9
28.128,0.514,1,1940,10
27.458,0.52,1,1940,11
26.107,0.656,1,1940,12
25.357,0.703,1,1941,1
25.077,0.574,1,1941,2
24.871,0.625,1,1941,3
25.817,0.563,1,1941,4
26.787,0.622,1,1941,5
27.914,0.573,1,1941,6
28.018,0.643,1,1941,7
28.342,0.752,1,1941,8
27.183,0.453,1,1941,9
27.392,0.468,1,1941,10
27.129,0.464,1,1941,11
26.813,0.496,1,1941,12
25.333,0.707,1,1942,1
25.981,0.748,1,1942,2
24.675,0.973,1,1942,3
25.112,0.739,1,1942,4
27.478,0.706,1,1942,5
27.814,0.613,1,1942,6
27.926,0.496,1,1942,7
27.202,0.38,1,1942,8
26.82,0.567,1,1942,9
27.36,0.427,1,1942,10
27.017,0.512,1,1942,11
26.176,0.526,1,1942,12
25.436,0.507,1,1943,1
24.432,0.507,1,1943,2
24.006,0.688,1,1943,3
25.061,0.507,1,1943,4
26.914,0.615,1,1943,5
26.873,0.376,1,1943,6
28.233,0.562,1,1943,7
27.445,0.684,1,1943,8
27.595,0.447,1,1943,9
26.873,0.501,1,1943,10
26.154,0.605,1,1943,11
25.766,0.624,1,1943,12
25.162,0.863,1,1944,1
25.302,0.611,1,1944,2
24.369,0.9,1,1944,3
24.795,0.462,1,1944,4
26.745,0.684,1,1944,5
27.978,0.666,1,1944,6
28.277,0.473,1,1944,7
27.794,0.593,1,1944,8
27.12,0.816,1,1944,9
26.315,0.834,1,1944,10
27.645,0.572,1,1944,11
25.917,0.538,1,1944,12
25.683,0.625,1,1945,1
25.18,1.225,1,1945,2
24.568,0.943,1,1945,3
24.87,0.855,1,1945,4
26.658,0.723,1,1945,5
28.784,0.435,1,1945,6
28.47,0.455,1,1945,7
27.837,0.513,1,1945,8
27.769,0.532,1,1945,9
26.699,0.607,1,1945,10
26.887,0.568,1,1945,11
26.608,0.514,1,1945,12
25.358,0.486,1,1946,1
25.726,1.083,1,1946,2
25.345,0.864,1,1946,3
25.316,0.988,1,1946,4
27.491,0.604,1,1946,5
27.676,0.616,1,1946,6
28.178,0.565,1,1946,7
27.947,0.624,1,1946,8
28.028,0.526,1,1946,9
27.258,0.426,1,1946,10
27.452,0.477,1,1946,11
26.224,0.534,1,1946,12
26.13,0.55,1,1947,1
25.63,0.546,1,1947,2
25.316,0.488,1,1947,3
25.421,0.462,1,1947,4
26.163,0.503,1,1947,5
27.759,0.594,1,1947,6
28.295,0.68,1,1947,7
27.54,0.463,1,1947,8
27.067,0.516,1,1947,9
27.682,0.452,1,1947,10
27.196,0.434,1,1947,11
25.803,0.513,1,1947,12
25.181,0.526,1,1948,1
26.3,0.715,1,1948,2
25.684,0.476,1,1948,3
25.254,0.55,1,1948,4
27.198,0.554,1,1948,5
27.924,0.453,1,1948,6
27.878,0.44,1,1948,7
28.136,0.396,1,1948,8
27.396,0.571,1,1948,9
27.486,0.439,1,1948,10
28.21,0.674,1,1948,11
27.266,0.461,1,1948,12
25.587,0.407,1,1949,1
25.667,0.484,1,1949,2
25.475,0.597,1,1949,3
24.599,1.334,1,1949,4
27.008,0.38,1,1949,5
27.449,0.383,1,1949,6
27.962,0.537,1,1949,7
28.361,0.519,1,1949,8
27.473,0.505,1,1949,9
27.563,0.605,1,1949,10
25.989,0.629,1,1949,11
26.137,0.569,1,1949,12
25.87,0.506,1,1950,1
25.137,0.468,1,1950,2
24.953,0.459,1,1950,3
24.797,0.812,1,1950,4
26.887,0.47,1,1950,5
27.433,0.374,1,1950,6
27.149,0.352,1,1950,7
28.022,0.38,1,1950,8
27.284,0.336,1,1950,9
26.514,0.43,1,1950,10
26.615,0.995,1,1950,11
24.803,0.724,1,1950,12
24.746,0.505,1,1951,1
24.664,0.437,1,1951,2
24.815,1.178,1,1951,3
25.422,0.45,1,1951,4
26.763,0.634,1,1951,5
27.917,0.558,1,1951,6
27.729,0.413,1,1951,7
28.143,0.914,1,1951,8
27.209,0.468,1,1951,9
27.918,0.928,1,1951,10
28.102,0.467,1,1951,11
27.318,0.396,1,1951,12
26.594,0.484,1,1952,1
25.855,0.706,1,1952,2
25.576,0.661,1,1952,3
26.156,1.754,1,1952,4
26.937,1.616,1,1952,5
26.874,0.366,1,1952,6
27.691,0.367,1,1952,7
27.902,0.422,1,1952,8
26.834,0.441,1,1952,9
26.159,1.186,1,1952,10
27.262,0.527,1,1952,11
25.769,0.769,1,1952,12
24.577,0.609,1,1953,1
25.24,0.839,1,1953,2
25.363,0.648,1,1953,3
25.573,0.573,1,1953,4
26.559,0.951,1,1953,5
27.614,0.509,1,1953,6
27.835,0.478,1,1953,7
28.305,0.37,1,1953,8
27.477,0.626,1,1953,9
27.18,0.567,1,1953,10
26.43,0.398,1,1953,11
26.051,0.917,1,1953,12
25.8,0.863,1,1954,1
25.598,0.515,1,1954,2
25.06,1.366,1,1954,3
25.255,0.924,1,1954,4
26.135,0.443,1,1954,5
26.962,0.41,1,1954,6
27.123,0.38,1,1954,7
27.437,0.297,1,1954,8
26.848,0.489,1,1954,9
26.507,0.436,1,1954,10
26.321,0.423,1,1954,11
25.214,0.422,1,1954,12
24.584,0.602,1,1955,1
23.971,1.04,1,1955,2
24.834,0.829,1,1955,3
25.016,0.923,1,1955,4
26.695,0.855,1,1955,5
27.412,0.84,1,1955,6
26.385,0.634,1,1955,7
27.1,0.489,1,1955,8
25.912,0.547,1,1955,9
26.111,0.284,1,1955,10
26.701,0.707,1,1955,11
24.98,0.446,1,1955,12
23.66,0.446,1,1956,1
24.457,1.022,1,1956,2
24.414,0.61,1,1956,3
24.985,0.629,1,1956,4
26.241,0.497,1,1956,5
26.39,0.393,1,1956,6
27.136,0.444,1,1956,7
27.594,0.649,1,1956,8
26.647,0.675,1,1956,9
27.097,0.44,1,1956,10
26.734,0.423,1,1956,11
25.869,0.634,1,1956,12
25.599,0.513,1,1957,1
25.441,0.526,1,1957,2
24.195,0.741,1,1957,3
24.977,1.044,1,1957,4
26.758,0.485,1,1957,5
27.965,0.803,1,1957,6
28.101,0.433,1,1957,7
28.166,0.638,1,1957,8
27.198,0.651,1,1957,9
27.309,0.415,1,1957,10
27.928,0.496,1,1957,11
26.344,0.719,1,1957,12
23.74,0.405,1,1958,1
24.113,0.385,1,1958,2
25.155,0.359,1,1958,3
25.766,0.757,1,1958,4
27.123,0.551,1,1958,5
27.915,0.586,1,1958,6
27.878,0.847,1,1958,7
27.782,0.477,1,1958,8
27.024,0.383,1,1958,9
27.493,0.513,1,1958,10
26.674,1.226,1,1958,11
26.423,0.448,1,1958,12
25.451,0.607,1,1959,1
25.904,0.314,1,1959,2
25.417,0.372,1,1959,3
25.788,1.101,1,1959,4
27.298,0.883,1,1959,5
27.25,0.401,1,1959,6
27.674,0.414,1,1959,7
27.61,0.684,1,1959,8
27.426,0.385,1,1959,9
27.0,0.375,1,1959,10
26.851,0.467,1,1959,11
25.614,0.523,1,1959,12
25.674,0.557,1,1960,1
23.89,0.856,1,1960,2
24.476,0.347,1,1960,3
24.221,0.492,1,1960,4
26.529,0.532,1,1960,5
27.957,0.912,1,1960,6
27.623,0.35,1,1960,7
27.785,0.446,1,1960,8
27.075,0.5,1,1960,9
27.358,0.476,1,1960,10
27.209,0.336,1,1960,11
26.035,0.448,1,1960,12
25.687,0.465,1,1961,1
24.722,0.634,1,1961,2
24.498,0.414,1,1961,3
25.109,0.566,1,1961,4
27.196,0.455,1,1961,5
27.302,0.429,1,1961,6
27.56,0.379,1,1961,7
28.055,0.414,1,1961,8
26.947,0.337,1,1961,9
27.817,0.428,1,1961,10
26.389,1.016,1,1961,11
25.573,0.477,1,1961,12
25.138,0.479,1,1962,1
25.097,0.639,1,1962,2
24.206,1.01,1,1962,3
24.725,0.411,1,1962,4
26.974,0.415,1,1962,5
27.68,0.725,1,1962,6
28.212,0.473,1,1962,7
28.103,0.35,1,1962,8
27.18,0.503,1,1962,9
27.415,0.386,1,1962,10
26.782,0.602,1,1962,11
26.342,0.568,1,1962,12
25.622,0.614,1,1963,1
24.138,0.609,1,1963,2
25.409,0.561,1,1963,3
25.67,0.467,1,1963,4
27.064,0.552,1,1963,5
27.818,0.665,1,1963,6
27.439,0.416,1,1963,7
28.038,0.574,1,1963,8
27.54,0.645,1,1963,9
27.276,0.696,1,1963,10
27.016,0.477,1,1963,11
26.322,1.043,1,1963,12
25.67,0.479,1,1964,1
25.181,0.404,1,1964,2
25.439,0.786,1,1964,3
25.784,0.365,1,1964,4
26.479,0.401,1,1964,5
26.804,0.432,1,1964,6
27.444,0.396,1,1964,7
27.692,0.365,1,1964,8
27.262,0.557,1,1964,9
26.878,0.831,1,1964,10
27.09,0.479,1,1964,11
25.291,0.505,1,1964,12
24.598,0.6,1,1965,1
24.035,0.452,1,1965,2
24.456,0.61,1,1965,3
25.407,0.415,1,1965,4
26.976,0.414,1,1965,5
27.668,0.642,1,1965,6
27.974,0.709,1,1965,7
27.433,0.6,1,1965,8
27.574,0.595,1,1965,9
26.99,0.588,1,1965,10
27.687,0.509,1,1965,11
26.564,0.358,1,1965,12
25.376,0.511,1,1966,1
25.373,0.608,1,1966,2
24.95,0.604,1,1966,3
24.502,0.641,1,1966,4
26.963,0.465,1,1966,5
27.638,0.402,1,1966,6
28.0,0.315,1,1966,7
27.681,0.717,1,1966,8
27.342,0.539,1,1966,9
26.795,0.514,1,1966,10
26.388,0.834,1,1966,11
25.376,0.392,1,1966,12
24.51,0.464,1,1967,1
24.281,0.605,1,1967,2
24.817,0.495,1,1967,3
25.207,0.385,1,1967,4
26.686,0.3,1,1967,5
27.402,0.322,1,1967,6
28.038,0.389,1,1967,7
27.591,0.399,1,1967,8
26.832,0.396,1,1967,9
26.88,0.447,1,1967,10
27.153,1.071,1,1967,11
25.984,0.557,1,1967,12
25.406,0.654,1,1968,1
23.904,0.802,1,1968,2
23.423,0.725,1,1968,3
24.726,0.487,1,1968,4
25.948,0.446,1,1968,5
26.503,0.596,1,1968,6
27.613,0.432,1,1968,7
27.931,0.4,1,1968,8
27.412,0.608,1,1968,9
27.177,0.376,1,1968,10
26.76,0.432,1,1968,11
26.379,0.487,1,1968,12
25.339,0.41,1,1969,1
25.416,0.426,1,1969,2
25.314,0.562,1,1969,3
25.633,0.486,1,1969,4
27.098,0.512,1,1969,5
28.707,0.491,1,1969,6
28.262,0.404,1,1969,7
26.855,0.326,1,1969,8
27.166,0.436,1,1969,9
27.324,0.243,1,1969,10
27.261,0.45,1,1969,11
26.144,1.077,1,1969,12
25.035,0.464,1,1970,1
25.343,0.696,1,1970,2
24.447,0.465,1,1970,3
25.406,0.501,1,1970,4
26.396,0.673,1,1970,5
27.825,0.507,1,1970,6
27.414,0.438,1,1970,7
27.525,0.525,1,1970,8
26.827,0.29,1,1970,9
27.757,0.379,1,1970,10
26.362,0.402,1,1970,11
25.313,0.84,1,1970,12
24.878,0.765,1,1971,1
23.86,0.583,1,1971,2
24.63,0.856,1,1971,3
23.818,0.507,1,1971,4
26.026,1.11,1,1971,5
26.919,0.462,1,1971,6
27.475,0.513,1,1971,7
27.015,0.297,1,1971,8
26.72,0.326,1,1971,9
27.101,0.305,1,1971,10
26.843,0.52,1,1971,11
26.1,0.485,1,1971,12
25.255,0.416,1,1972,1
23.924,0.484,1,1972,2
24.508,0.499,1,1972,3
25.413,0.655,1,1972,4
27.226,0.475,1,1972,5
27.06,0.432,1,1972,6
27.992,0.378,1,1972,7
27.717,0.434,1,1972,8
27.593,0.402,1,1972,9
27.776,0.496,1,1972,10
28.127,0.536,1,1972,11
26.624,0.478,1,1972,12
25.687,0.756,1,1973,1
25.754,0.796,1,1973,2
25.124,1.099,1,1973,3
25.49,0.692,1,1973,4
26.755,0.563,1,1973,5
27.15,0.402,1,1973,6
27.403,0.444,1,1973,7
27.173,0.37,1,1973,8
26.669,0.653,1,1973,9
26.553,0.854,1,1973,10
26.593,0.608,1,1973,11
24.825,1.013,1,1973,12
25.121,1.299,1,1974,1
24.601,0.836,1,1974,2
24.504,0.833,1,1974,3
25.191,1.068,1,1974,4
25.697,0.608,1,1974,5
26.37,0.694,1,1974,6
26.662,0.423,1,1974,7
27.422,0.417,1,1974,8
26.541,0.278,1,1974,9
26.802,0.277,1,1974,10
26.609,0.594,1,1974,11
25.937,0.57,1,1974,12
24.981,0.507,1,1975,1
24.964,0.556,1,1975,2
24.86,0.762,1,1975,3
25.401,0.638,1,1975,4
26.515,0.561,1,1975,5
26.687,0.623,1,1975,6
26.464,0.621,1,1975,7
27.186,0.469,1,1975,8
26.323,0.428,1,1975,9
26.536,0.95,1,1975,10
26.748,0.456,1,1975,11
25.387,0.75,1,1975,12
24.925,0.601,1,1976,1
24.264,0.545,1,1976,2
24.265,0.577,1,1976,3
24.998,0.543,1,1976,4
26.94,0.786,1,1976,5
27.461,0.359,1,1976,6
27.876,0.698,1,1976,7
27.845,0.647,1,1976,8
27.86,0.564,1,1976,9
27.073,0.6,1,1976,10
26.357,0.55,1,1976,11
26.518,0.409,1,1976,12
25.569,0.326,1,1977,1
25.129,0.496,1,1977,2
24.972,0.579,1,1977,3
24.828,0.63,1,1977,4
26.545,0.324,1,1977,5
27.621,0.573,1,1977,6
28.249,0.506,1,1977,7
27.873,0.423,1,1977,8
27.676,0.338,1,1977,9
27.592,0.35,1,1977,10
26.998,0.493,1,1977,11
26.106,0.683,1,1977,12
25.38,0.323,1,1978,1
24.797,0.324,1,1978,2
24.814,0.455,1,1978,3
25.669,0.371,1,1978,4
26.002,0.516,1,1978,5
27.232,0.531,1,1978,6
27.405,0.385,1,1978,7
27.694,0.42,1,1978,8
26.698,0.59,1,1978,9
26.792,0.454,1,1978,10
26.976,0.514,1,1978,11
26.388,0.415,1,1978,12
25.236,0.377,1,1979,1
25.303,0.325,1,1979,2
24.997,0.26,1,1979,3
25.146,0.318,1,1979,4
26.154,0.415,1,1979,5
27.41,0.33,1,1979,6
27.772,0.312,1,1979,7
27.677,0.456,1,1979,8
26.597,0.357,1,1979,9
27.061,0.326,1,1979,10
26.516,0.625,1,1979,11
26.628,0.406,1,1979,12
24.961,0.701,1,1980,1
25.081,0.506,1,1980,2
25.063,0.511,1,1980,3
25.92,0.756,1,1980,4
27.422,0.402,1,1980,5
28.489,0.518,1,1980,6
28.17,0.331,1,1980,7
27.173,0.359,1,1980,8
27.089,0.456,1,1980,9
27.569,0.441,1,1980,10
27.035,0.517,1,1980,11
26.284,0.582,1,1980,12
24.086,0.395,1,1981,1
24.761,0.378,1,1981,2
24.439,0.343,1,1981,3
25.248,0.387,1,1981,4
25.785,0.554,1,1981,5
26.401,0.332,1,1981,6
27.258,0.435,1,1981,7
27.057,0.353,1,1981,8
27.24,0.357,1,1981,9
27.067,0.28,1,1981,10
26.656,0.283,1,1981,11
26.137,0.448,1,1981,12
25.113,0.481,1,1982,1
25.42,0.305,1,1982,2
25.103,0.404,1,1982,3
26.482,0.359,1,1982,4
27.298,0.543,1,1982,5
27.916,0.61,1,1982,6
27.86,0.375,1,1982,7
28.519,0.484,1,1982,8
27.414,0.674,1,1982,9
26.974,0.373,1,1982,10
27.061,0.721,1,1982,11
25.904,0.654,1,1982,12
25.14,0.596,1,1983,1
23.751,0.501,1,1983,2
23.615,0.554,1,1983,3
24.596,0.468,1,1983,4
27.377,1.566,1,1983,5
28.487,0.479,1,1983,6
28.075,0.384,1,1983,7
28.328,0.464,1,1983,8
27.11,0.443,1,1983,9
27.291,0.456,1,1983,10
27.171,0.563,1,1983,11
26.274,0.512,1,1983,12
25.263,0.453,1,1984,1
24.68,0.392,1,1984,2
24.922,0.56,1,1984,3
25.212,0.403,1,1984,4
26.904,0.436,1,1984,5
27.121,0.42,1,1984,6
26.647,0.465,1,1984,7
26.896,0.37,1,1984,8
25.798,0.468,1,1984,9
27.304,0.504,1,1984,10
26.37,0.414,1,1984,11
25.709,0.354,1,1984,12
24.804,0.352,1,1985,1
23.957,0.507,1,1985,2
24.656,0.377,1,1985,3
24.049,0.687,1,1985,4
26.141,0.49,1,1985,5
27.303,0.552,1,1985,6
27.136,0.372,1,1985,7
27.334,0.381,1,1985,8
27.443,0.395,1,1985,9
27.322,0.274,1,1985,10
26.718,0.294,1,1985,11
26.232,0.409,1,1985,12
24.862,0.495,1,1986,1
24.635,0.381,1,1986,2
23.221,0.461,1,1986,3
24.948,0.324,1,1986,4
26.085,0.421,1,1986,5
26.811,0.313,1,1986,6
27.58,0.408,1,1986,7
27.809,0.279,1,1986,8
27.403,0.299,1,1986,9
27.184,0.517,1,1986,10
27.3,0.911,1,1986,11
26.694,0.444,1,1986,12
25.196,0.394,1,1987,1
25.17,0.753,1,1987,2
24.554,0.51,1,1987,3
25.18,0.802,1,1987,4
26.347,0.46,1,1987,5
28.125,0.751,1,1987,6
27.45,0.476,1,1987,7
27.894,0.575,1,1987,8
27.989,0.271,1,1987,9
27.684,1.466,1,1987,10
27.42,0.472,1,1987,11
26.793,0.407,1,1987,12
25.711,0.561,1,1988,1
25.365,0.434,1,1988,2
24.998,0.473,1,1988,3
25.133,0.577,1,1988,4
25.942,1.97,1,1988,5
26.637,1.014,1,1988,6
27.672,0.253,1,1988,7
27.125,0.403,1,1988,8
26.584,0.349,1,1988,9
27.332,0.593,1,1988,10
26.651,0.679,1,1988,11
26.0,0.38,1,1988,12
25.525,0.565,1,1989,1
25.141,0.632,1,1989,2
23.71,0.609,1,1989,3
24.148,1.327,1,1989,4
26.656,0.404,1,1989,5
27.504,0.46,1,1989,6
27.802,0.331,1,1989,7
27.463,0.421,1,1989,8
26.385,0.615,1,1989,9
26.951,0.427,1,1989,10
27.529,0.399,1,1989,11
25.779,0.48,1,1989,12
25.696,0.533,1,1990,1
25.249,0.488,1,1990,2
25.541,0.779,1,1990,3
26.414,0.575,1,1990,4
27.922,0.657,1,1990,5
27.775,0.422,1,1990,6
27.522,0.286,1,1990,7
28.041,0.425,1,1990,8
27.436,0.275,1,1990,9
27.446,0.347,1,1990,10
27.53,0.372,1,1990,11
26.489,0.524,1,1990,12
25.322,0.405,1,1991,1
25.693,0.392,1,1991,2
24.933,0.34,1,1991,3
25.268,0.315,1,1991,4
27.117,0.303,1,1991,5
27.656,0.218,1,1991,6
28.209,0.496,1,1991,7
28.208,0.379,1,1991,8
27.101,0.237,1,1991,9
27.006,0.307,1,1991,10
26.889,0.437,1,1991,11
26.424,0.448,1,1991,12
24.973,0.607,1,1992,1
23.774,0.483,1,1992,2
25.682,0.544,1,1992,3
25.859,0.843,1,1992,4
27.543,0.924,1,1992,5
28.387,0.429,1,1992,6
27.729,0.352,1,1992,7
27.723,0.39,1,1992,8
27.168,0.372,1,1992,9
26.695,0.217,1,1992,10
26.878,0.437,1,1992,11
26.409,0.734,1,1992,12
25.863,0.299,1,1993,1
25.38,0.269,1,1993,2
25.004,0.453,1,1993,3
24.646,0.336,1,1993,4
26.432,0.501,1,1993,5
27.718,0.226,1,1993,6
27.371,0.421,1,1993,7
27.59,0.226,1,1993,8
27.011,0.204,1,1993,9
27.756,0.238,1,1993,10
27.56,0.422,1,1993,11
26.36,0.375,1,1993,12
25.996,0.343,1,1994,1
25.795,0.329,1,1994,2
25.245,0.413,1,1994,3
25.046,0.52,1,1994,4
27.005,0.421,1,1994,5
27.963,0.457,1,1994,6
28.59,0.652,1,1994,7
27.545,0.453,1,1994,8
27.791,0.33,1,1994,9
27.566,0.25,1,1994,10
27.883,0.408,1,1994,11
27.389,0.439,1,1994,12
26.355,0.344,1,1995,1
26.338,0.386,1,1995,2
25.354,0.447,1,1995,3
25.04,0.404,1,1995,4
26.987,0.503,1,1995,5
27.976,0.503,1,1995,6
28.241,0.719,1,1995,7
27.34,0.301,1,1995,8
27.636,0.322,1,1995,9
27.576,0.231,1,1995,10
27.674,0.309,1,1995,11
26.312,0.316,1,1995,12
24.726,0.392,1,1996,1
24.938,0.494,1,1996,2
24.272,0.331,1,1996,3
24.722,0.429,1,1996,4
27.321,0.259,1,1996,5
27.211,0.409,1,1996,6
27.604,0.355,1,1996,7
27.37,0.366,1,1996,8
28.037,0.415,1,1996,9
27.163,0.321,1,1996,10
27.205,0.293,1,1996,11
26.245,0.3,1,1996,12
25.152,0.355,1,1997,1
25.591,0.414,1,1997,2
25.701,0.467,1,1997,3
25.405,0.477,1,1997,4
27.183,0.445,1,1997,5
28.173,0.426,1,1997,6
28.748,0.41,1,1997,7
28.749,0.355,1,1997,8
27.642,0.291,1,1997,9
26.923,0.318,1,1997,10
27.588,0.308,1,1997,11
26.558,0.415,1,1997,12
25.125,0.408,1,1998,1
24.414,0.377,1,1998,2
25.437,0.378,1,1998,3
25.667,0.69,1,1998,4
26.554,0.841,1,1998,5
28.958,0.332,1,1998,6
28.029,0.343,1,1998,7
28.307,0.385,1,1998,8
26.882,0.466,1,1998,9
27.839,0.366,1,1998,10
27.802,0.354,1,1998,11
26.67,0.553,1,1998,12
24.954,0.581,1,1999,1
25.304,0.853,1,1999,2
24.614,0.524,1,1999,3
24.877,0.887,1,1999,4
27.02,0.355,1,1999,5
27.729,0.362,1,1999,6
27.563,0.365,1,1999,7
27.469,0.256,1,1999,8
26.856,0.519,1,1999,9
26.641,0.292,1,1999,10
26.403,0.512,1,1999,11
24.892,0.581,1,1999,12
24.78,0.469,1,2000,1
25.123,0.734,1,2000,2
24.392,0.77,1,2000,3
24.742,0.758,1,2000,4
26.188,0.31,1,2000,5
27.215,0.385,1,2000,6
28.012,0.414,1,2000,7
27.698,0.469,1,2000,8
26.819,0.278,1,2000,9
27.62,0.446,1,2000,10
27.486,0.404,1,2000,11
26.434,0.323,1,2000,12
25.886,0.33,1,2001,1
25.863,0.542,1,2001,2
24.099,0.394,1,2001,3
24.615,0.757,1,2001,4
26.294,0.453,1,2001,5
27.598,0.368,1,2001,6
28.006,0.346,1,2001,7
28.487,0.609,1,2001,8
27.036,0.539,1,2001,9
27.734,0.694,1,2001,10
26.848,0.425,1,2001,11
26.314,0.474,1,2001,12
25.615,0.798,1,2002,1
25.944,0.49,1,2002,2
25.961,0.658,1,2002,3
26.366,0.459,1,2002,4
27.563,0.61,1,2002,5
27.548,0.308,1,2002,6
27.899,0.513,1,2002,7
28.012,0.353,1,2002,8
27.138,0.412,1,2002,9
27.96,0.39,1,2002,10
26.671,0.43,1,2002,11
26.278,0.453,1,2002,12
26.226,0.658,1,2003,1
25.758,0.536,1,2003,2
